email_id,date,merchant,subject,from_email,category,estimated_amount,forward_priority,notes
19ad5d587b17a204,2025-11-30,DoorDash Xian Famous,Order Confirmation for Michael from Xian Famous Foods,no-reply@doordash.com,Meals,,medium,
19ad2ad9a784279f,2025-11-30,DoorDash Uluh,Order Confirmation for Michael from Uluh,no-reply@doordash.com,Meals,,medium,
19ad210ce6561515,2025-11-30,DoorDash Taim,Order Confirmation for Michael from Taim Mediterranean,no-reply@doordash.com,Meals,,medium,
19acd5087cb7915b,2025-11-29,DoorDash Soothr Thai,Order Confirmation for Michael from Soothr Thai,no-reply@doordash.com,Meals,,medium,
19acce9b3ff9fac0,2025-11-29,DoorDash Cho Dang Gol,Order Confirmation for Michael from Cho Dang Gol,no-reply@doordash.com,Meals,,medium,
19ac3a6ae4bd1e41,2025-11-27,DoorDash Maza,Order Confirmation for Michael from Maza Mexican,no-reply@doordash.com,Meals,,medium,
19ac1b71016be4e3,2025-11-26,DoorDash Rise Woodfire,Order Confirmation for Michael from Rise Woodfire,no-reply@doordash.com,Meals,,medium,
19abdea08e7d26ae,2025-11-26,DoorDash DIG,Business receipt for Michael D from DIG,no-reply@doordash.com,Meals,,medium,
19abddab7d024595,2025-11-26,DoorDash DIG INN,Order Confirmation for Michael from DIG INN,no-reply@doordash.com,Meals,,medium,
19abd9bc5bee404e,2025-11-26,DoorDash Som Bo,Order Confirmation for Michael from Som Bo Asian Bowls,no-reply@doordash.com,Meals,,medium,
19abd9bc28e9d840,2025-11-26,DoorDash CVS,Order Confirmation for Michael from CVS,no-reply@doordash.com,Supplies,,medium,
19abcbf79c536dee,2025-11-25,DoorDash Ox9,Order Confirmation for Michael from Ox9 Lanzhou,no-reply@doordash.com,Meals,,medium,
19ab95c73b6da3fa,2025-11-25,DoorDash Coppelia,Order Confirmation for Michael from Coppelia,no-reply@doordash.com,Meals,,medium,
19ab782d00ea4d5e,2025-11-24,DoorDash Kajiken,Order Confirmation for Michael from Kajiken Ramen,no-reply@doordash.com,Meals,,medium,
19aae367d785691b,2025-11-23,DoorDash Yi Fang,Order Confirmation for Michael from Yi Fang Taiwan Fruit Tea,no-reply@doordash.com,Meals,,medium,
19aad7004a9504c3,2025-11-22,DoorDash Koreana,Order Confirmation for Michael from Koreana,no-reply@doordash.com,Meals,,medium,
19aa84819877ce89,2025-11-21,DoorDash Urban MoMo,Order Confirmation for Michael from Urban MoMo,no-reply@doordash.com,Meals,,medium,
19aa3e1961708659,2025-11-21,DoorDash MalaTown,Order Confirmation for Michael from MalaTown,no-reply@doordash.com,Meals,,medium,

# LYFT - 50 ride receipts
19b3d585ee6af52c,2025-12-20,Lyft,Your Lyft Bike ride,no-reply@lyftmail.com,Travel,,low,bike
19b37b724316e458,2025-12-19,Lyft,Your receipt for rides on December 18,no-reply@lyftmail.com,Travel,45.00,medium,multiple rides
19b378ed7e2e7af6,2025-12-19,Lyft,Your Lyft Bike ride,no-reply@lyftmail.com,Travel,,low,bike
19b06bd3e919d5df,2025-12-10,Lyft,Your ride with Mucahit on December 8,no-reply@lyftmail.com,Travel,,medium,
19afe7cae58b6ef8,2025-12-08,Lyft,Your receipt for rides on December 7,no-reply@lyftmail.com,Travel,,medium,
19afc897fac1d4c4,2025-12-08,Lyft,Your ride with Jose Roberto on December 7,no-reply@lyftmail.com,Travel,,medium,
19afb8af6c27871b,2025-12-08,Lyft,Your ride with Jerry on December 7,no-reply@lyftmail.com,Travel,,medium,
19afb05e3e10977e,2025-12-07,Lyft,Your receipt for rides on December 6,no-reply@lyftmail.com,Travel,,medium,
19afa6aba7815c0e,2025-12-07,Lyft,Your ride with Mazin on December 6,no-reply@lyftmail.com,Travel,,medium,
19af74c57d9761b6,2025-12-07,Lyft,Your ride with Kara on December 6,no-reply@lyftmail.com,Travel,,medium,
19af65c71ca4d962,2025-12-07,Lyft,Your ride with Shawn on December 6,no-reply@lyftmail.com,Travel,,medium,
19af642a607480ea,2025-12-07,Lyft,Your receipt for rides on December 5,no-reply@lyftmail.com,Travel,,medium,
19af6050f7670bdf,2025-12-06,Lyft,Your ride with Sanaz on December 5,no-reply@lyftmail.com,Travel,,medium,
19af24c6a7e3f995,2025-12-06,Lyft,Your ride with Yazan on December 5,no-reply@lyftmail.com,Travel,,medium,
19aea114e9bf8797,2025-12-04,Lyft,Your receipt for rides on December 3,no-reply@lyftmail.com,Travel,,medium,
19ae6f6e1230fd81,2025-12-04,Lyft,Your ride with Mazen on December 3,no-reply@lyftmail.com,Travel,,medium,
19ae4fa4dea1e818,2025-12-03,Lyft,Your ride with Jose Angel on December 2,no-reply@lyftmail.com,Travel,,medium,
19ae00b230f0b048,2025-12-02,Lyft,Your ride with Gurpal on December 1,no-reply@lyftmail.com,Travel,,medium,
19ac635608a6f583,2025-11-27,Lyft,Your receipt for rides on November 26,no-reply@lyftmail.com,Travel,,medium,
19ac3b3e39d65a3f,2025-11-27,Lyft,Your ride with Luciana on November 26,no-reply@lyftmail.com,Travel,,medium,
19ac25128a8a7357,2025-11-26,Lyft,Your ride with Edgar on November 26,no-reply@lyftmail.com,Travel,,medium,
19ac1038566e5560,2025-11-26,Lyft,Your receipt for rides on November 25,no-reply@lyftmail.com,Travel,,medium,
19abc022db7cb5b7,2025-11-25,Lyft,Your receipt for rides on November 24,no-reply@lyftmail.com,Travel,,medium,
19ab9edd4d7d7f21,2025-11-25,Lyft,Your ride with Olbin on November 24,no-reply@lyftmail.com,Travel,,medium,
19ab15d3582fcd87,2025-11-23,Lyft,Your receipt for rides on November 22,no-reply@lyftmail.com,Travel,,medium,
19aacca72fae002b,2025-11-22,Lyft,Your receipt for rides on November 21,no-reply@lyftmail.com,Travel,,medium,

# UBER - 50 ride receipts
19b3e7de97053501,2025-12-21,Uber,Your Saturday evening trip with Uber,noreply@uber.com,Travel,15.00,medium,
19b23ad2ee154c72,2025-12-15,Uber,Your Monday morning trip with Uber,noreply@uber.com,Travel,35.00,medium,
19b2169a13f8a483,2025-12-15,Uber,Your Monday morning trip with Uber,noreply@uber.com,Travel,,medium,
19b013bb906620d3,2025-12-09,Uber,Your Monday morning trip with Uber,noreply@uber.com,Travel,,medium,
19afeeafc1944ca7,2025-12-08,Uber,Your Monday morning trip with Uber,noreply@uber.com,Travel,,medium,
19afee13b145d24a,2025-12-08,Uber,Your Sunday evening trip with Uber,noreply@uber.com,Travel,,medium,
19afca15d9770bb5,2025-12-08,Uber,Your Sunday evening trip with Uber,noreply@uber.com,Travel,,medium,
19af7580b07f2931,2025-12-07,Uber,Your Saturday morning trip with Uber,noreply@uber.com,Travel,,medium,
19af50fbfb62bc77,2025-12-06,Uber,Your Saturday morning trip with Uber,noreply@uber.com,Travel,,medium,
19af1df6bede104f,2025-12-06,Uber,Your Friday morning trip with Uber,noreply@uber.com,Travel,,medium,
19aef8edfa2aa786,2025-12-05,Uber,Your Friday morning trip with Uber,noreply@uber.com,Travel,,medium,
19aef6244b2579c2,2025-12-05,Uber,Your Thursday evening trip with Uber,noreply@uber.com,Travel,,medium,
19aed0f785162800,2025-12-05,Uber,Your Thursday evening trip with Uber,noreply@uber.com,Travel,,medium,
19aec6b3abd0b4d9,2025-12-05,Uber,Your Thursday morning trip with Uber,noreply@uber.com,Travel,,medium,
19aea3dc62266762,2025-12-04,Uber,Your Thursday morning trip with Uber,noreply@uber.com,Travel,,medium,
19ae560536044c2b,2025-12-03,Uber,Your Tuesday evening trip with Uber,noreply@uber.com,Travel,,medium,
19ae4780d8ae32e5,2025-12-03,Uber,Your Tuesday evening trip with Uber,noreply@uber.com,Travel,,medium,
19ae31e699a1e687,2025-12-03,Uber,Your Tuesday evening trip with Uber,noreply@uber.com,Travel,,medium,
19ae2318f825c6c5,2025-12-03,Uber,Your Tuesday evening trip with Uber,noreply@uber.com,Travel,,medium,
19adbab2e39dd2b7,2025-12-01,Uber,Your Monday morning trip with Uber,noreply@uber.com,Travel,,medium,
19ad95cbcb69c4ee,2025-12-01,Uber,Your Monday morning trip with Uber,noreply@uber.com,Travel,,medium,
19ace0eecb46baf5,2025-11-29,Uber,Your Friday afternoon trip with Uber,noreply@uber.com,Travel,,medium,
19acdda2b6e9f881,2025-11-29,Uber,Your Friday afternoon trip with Uber,noreply@uber.com,Travel,,medium,
19acd73d3834a622,2025-11-29,Uber,Your Friday morning trip with Uber,noreply@uber.com,Travel,,medium,
19acbbaa6676bcf1,2025-11-28,Uber,Your Friday afternoon trip with Uber,noreply@uber.com,Travel,,medium,
19acb8dabdb545eb,2025-11-28,Uber,Your Friday afternoon trip with Uber,noreply@uber.com,Travel,,medium,
19acb2445456d427,2025-11-28,Uber,Your Friday morning trip with Uber,noreply@uber.com,Travel,,medium,
19ac61e785a5495b,2025-11-27,Uber,Your Thursday morning trip with Uber,noreply@uber.com,Travel,,medium,
19ac3e6aaa164240,2025-11-27,Uber,Your Thursday morning trip with Uber,noreply@uber.com,Travel,,medium,
19ab5142a82bd23e,2025-11-24,Uber,Your Sunday afternoon trip with Uber,noreply@uber.com,Travel,,medium,
19ab2c430a83b5ae,2025-11-23,Uber,Your Sunday afternoon trip with Uber,noreply@uber.com,Travel,,medium,
19a9f536fa8abc78,2025-11-20,Uber,Your Wednesday morning trip with Uber,noreply@uber.com,Travel,,medium,
19a9d96687e23cee,2025-11-19,Uber,Your Wednesday morning trip with Uber,noreply@uber.com,Travel,,medium,
19a9d07560d0ebec,2025-11-19,Uber,Your Wednesday morning trip with Uber,noreply@uber.com,Travel,,medium,
19a9b4c2f147d96a,2025-11-19,Uber,Your Wednesday morning trip with Uber,noreply@uber.com,Travel,,medium,
19a9a2d7afd853b5,2025-11-19,Uber,Your Tuesday morning trip with Uber,noreply@uber.com,Travel,,medium,
19a983499c9d45e0,2025-11-18,Uber,Your Monday evening trip with Uber,noreply@uber.com,Travel,,medium,
19a980ba36b881fc,2025-11-18,Uber,Your Tuesday morning trip with Uber,noreply@uber.com,Travel,,medium,
19a95ac3a2a9c6c5,2025-11-18,Uber,Your Monday evening trip with Uber,noreply@uber.com,Travel,,medium,

# COFFEE SHOPS (Square receipts) - 30 receipts
19b3784cee2c2154,2025-12-19,Tazza D'Amore,Receipt from Tazza D'Amore Cafe #vRbJ,messenger@messaging.squareup.com,Meals,,low,coffee
19b34ff1d16a91a0,2025-12-19,Bob's Donuts,Receipt from Bob's Donuts #RCHn,messenger@messaging.squareup.com,Meals,,low,coffee/snack
19b33a471fff3dac,2025-12-18,Philz Coffee,Receipt from Philz Coffee #dKeC,messenger@messaging.squareup.com,Meals,6.50,low,coffee
19b32603688f5332,2025-12-18,Tazza D'Amore,Receipt from Tazza D'Amore Cafe #hIOB,messenger@messaging.squareup.com,Meals,,low,coffee
19b2d3763d06ab79,2025-12-17,Tazza D'Amore,Receipt from Tazza D'Amore Cafe #Ri7h,messenger@messaging.squareup.com,Meals,,low,coffee
19b292b04fe60a68,2025-12-16,Blue Bottle,Receipt from Blue Bottle Coffee #dm4o,messenger@messaging.squareup.com,Meals,8.00,low,coffee
19b27dc365dfa60e,2025-12-16,Tazza D'Amore,Receipt from Tazza D'Amore Cafe #5qVD,messenger@messaging.squareup.com,Meals,,low,coffee
19b242a17bd23c34,2025-12-15,Philz Coffee,Receipt from Philz Coffee #dQfj,messenger@messaging.squareup.com,Meals,6.50,low,coffee
19b230bb05eb4802,2025-12-15,Donut Delite,Receipt from Donut Delite #lmwr,messenger@messaging.squareup.com,Meals,,low,
19b22ec5ddc4aa1b,2025-12-15,Tazza D'Amore,Receipt from Tazza D'Amore Cafe #H9dM,messenger@messaging.squareup.com,Meals,,low,coffee
19b1e86022eef483,2025-12-14,La Colombe,Receipt from La Colombe - NOHO #x82e,messenger@messaging.squareup.com,Meals,9.00,low,NYC coffee
19b19067a3a3548f,2025-12-13,Stumptown,Receipt from Stumptown Coffee Roasters #HHGw,messenger@messaging.squareup.com,Meals,,low,coffee
19adb3d184a1c26c,2025-12-01,Philz Coffee,Receipt from Philz Coffee #DbPj,messenger@messaging.squareup.com,Meals,,low,coffee
19ad672e9a4d971b,2025-11-30,Chaotic Good Cafe,Receipt from Chaotic Good Cafe #L7Ty,messenger@messaging.squareup.com,Meals,,low,coffee
19ad107154f4452b,2025-11-29,Stumptown,Receipt from Stumptown Coffee Roasters #hKxg,messenger@messaging.squareup.com,Meals,,low,coffee
19acc655bab6106b,2025-11-28,Stumptown,Receipt from Stumptown Coffee Roasters #Zyp9,messenger@messaging.squareup.com,Meals,,low,coffee
19ac1f43ecd03281,2025-11-26,3 Bees Coffee,Receipt from 3 Bees Coffee #P9RR,messenger@messaging.squareup.com,Meals,,low,coffee
19abbec4cea325ac,2025-11-25,Tazza D'Amore,Receipt from Tazza D'Amore Cafe #PLA9,messenger@messaging.squareup.com,Meals,,low,coffee
19ab67937dcc29e4,2025-11-24,Tazza D'Amore,Receipt from Tazza D'Amore Cafe #lqwG,messenger@messaging.squareup.com,Meals,,low,coffee
19ab2db9e40d195e,2025-11-23,Philmore Creamery,Receipt from Philmore Creamery #x2hh,messenger@messaging.squareup.com,Meals,,low,
19aadaa379c8701e,2025-11-22,CoffeeShop,Receipt from CoffeeShop #XFxs,messenger@messaging.squareup.com,Meals,,low,coffee
19aa7c0ef83bf11a,2025-11-21,Blue Bottle,Receipt from Blue Bottle Coffee #lCYO,messenger@messaging.squareup.com,Meals,,low,coffee
19aa74895e7f7707,2025-11-21,Tazza D'Amore,Receipt from Tazza D'Amore Cafe #JO7V,messenger@messaging.squareup.com,Meals,,low,coffee
19aa24ec405be712,2025-11-20,Donut Delite,Receipt from Donut Delite #RkcP,messenger@messaging.squareup.com,Meals,,low,
19a93064b0d810fb,2025-11-17,Philz Coffee,Receipt from Philz Coffee #l6sS,messenger@messaging.squareup.com,Meals,,low,coffee
19a8daf41a8ca471,2025-11-16,Thinking Cup,Receipt from Thinking Cup Newbury #PPIc,messenger@messaging.squareup.com,Meals,,low,Boston coffee
19a5a131e00b2cda,2025-11-06,Tazza D'Amore,Receipt from Tazza D'Amore Cafe #xsqU,messenger@messaging.squareup.com,Meals,,low,coffee
19a55b8e3545d1ec,2025-11-05,Philz Coffee,Receipt from Philz Coffee #hAyJ,messenger@messaging.squareup.com,Meals,,low,coffee
19a54ede82596c4b,2025-11-05,Tazza D'Amore,Receipt from Tazza D'Amore Cafe #PrW8,messenger@messaging.squareup.com,Meals,,low,coffee
19a310dbfbb09fe9,2025-10-29,Blue Bottle,Receipt from Blue Bottle Coffee #pYYT,messenger@messaging.squareup.com,Meals,,low,coffee

# AMAZON - 4 receipts found
198d06c519b1c5e8,2025-08-22,Amazon,Your Amazon.com order of beyond by BLACK+DECKER Home...,shipment-tracking@amazon.com,Equipment,,medium,
19665fa8cd84f95f,2025-04-24,Amazon,Your Amazon.com order of Apple AirPods Max Wireless...,auto-confirm@amazon.com,Equipment,,high,AirPods Max
