date,card,merchant,description,amount,category,is_payment
2025-11-02,"Chase Sapphire","HOTELTONIGHT*ZEPPELIN 800-208-2949 CA","HOTELTONIGHT*ZEPPELIN 800-208-2949 CA",491,,0
2025-11-02,"Amex Delta",AMAZON,"AMAZON MARKEPLACE NA PA",212.66,"Merchandise & Supplies-Internet Purchase",0
2025-11-02,"Amex Delta","AMAZON MARKEPLACE NA PA","AMAZON MARKETPLACE NAMZN.COM/BILL       WA",212.66,"Merchandise & Supplies-Internet Purchase",0
2025-11-02,"Chase Sapphire","TST*TOO HOT Cambridge MA","TST*TOO HOT Cambridge MA",69.31,,0
2025-11-02,"Chase Sapphire","TRADER JOE S #561 ALLSTON MA","TRADER JOE S #561 ALLSTON MA",43.79,,0
2025-11-02,"Chase Sapphire","TST*PAVEMENT COFFEEHOUSE Cambridge MA","TST*PAVEMENT COFFEEHOUSE Cambridge MA",8.83,,0
2025-11-02,"Chase Sapphire","TST* TATTE BAKERY 3RD CAMBRIDGE MA","TST* TATTE BAKERY 3RD CAMBRIDGE MA",4.55,,0
2025-11-02,"Chase Sapphire","TST*PARK BAGELRY Boston MA","TST*PARK BAGELRY Boston MA",3.75,,0
2025-11-01,"Amex Delta",DELTA,"DELTA AIR LINES",619.97,Travel-Airline,0
2025-11-01,"Amex Delta","DELTA AIR LINES","DELTA AIR LINES     ATLANTA",619.97,Travel-Airline,0
2025-11-01,"Amex Delta",GOOGLE,"GOOGLE *CLOUD B8HVXN G.CO/HELPPAY#      CA",173,Other-Miscellaneous,0
2025-11-01,"Amex Delta","GOOGLE *CLOUD B8HVXN G.CO/HELPPAY#      CA","GOOGLE *CLOUD B8HVXN G.CO/HELPPAY#      CA",173,Other-Miscellaneous,0
2025-11-01,"Chase Sapphire","TST*SUMIAO XIANG RESTAUR Cambridge MA","TST*SUMIAO XIANG RESTAUR Cambridge MA",102.87,,0
2025-11-01,"Chase Sapphire","LYFT *2 RIDES 10-30 HELP.LYFT.COM CA","LYFT *2 RIDES 10-30 HELP.LYFT.COM CA",82.29,,0
2025-11-01,"Chase Sapphire","SQSP* DOMAIN#207540582 SQUARESPACE.C NY","SQSP* DOMAIN#207540582 SQUARESPACE.C NY",30,,0
2025-11-01,"Chase Sapphire","TST* SHAY'S PUB & WINE BA CAMBRIDGE MA","TST* SHAY'S PUB & WINE BA CAMBRIDGE MA",22.25,,0
2025-11-01,"Chase Sapphire","Spotify USA 877-7781161 NY","Spotify USA 877-7781161 NY",19.99,,0
2025-11-01,"Chase Sapphire","CVS/PHARMACY #00240 CAMBRIDGE MA","CVS/PHARMACY #00240 CAMBRIDGE MA",19.87,,0
2025-11-01,"Chase Sapphire","TST*FELIPES TAQUERIA Cambridge MA","TST*FELIPES TAQUERIA Cambridge MA",13.02,,0
2025-11-01,"Chase Sapphire","TST*PARK BAGELRY Boston MA","TST*PARK BAGELRY Boston MA",3.75,,0
2025-11-01,"Chase Sapphire","MBTA-550030247245 BOSTON MA","MBTA-550030247245 BOSTON MA",2.4,,0
2025-11-01,"Chase Sapphire","MBTA-550030247245 BOSTON MA","MBTA-550030247245 BOSTON MA",2.4,,0
2025-10-31,"Chase Sapphire","LEMONADE INSURANCE LEMONADE.COM NY","LEMONADE INSURANCE LEMONADE.COM NY",88.25,,0
2025-10-31,"Chase Sapphire","DOORDASH*10/30-2 ORDER 855-431-0459 CA","DOORDASH*10/30-2 ORDER 855-431-0459 CA",60.98,,0
2025-10-31,"Chase Sapphire","TST*BOSTON RAMEN Cambridge MA","TST*BOSTON RAMEN Cambridge MA",60.6,,0
2025-10-31,"Chase Sapphire","UBER *TRIP HELP.UBER.COM CA","UBER *TRIP HELP.UBER.COM CA",30.43,,0
2025-10-31,"Chase Sapphire","TRADER JOE S #561 ALLSTON MA","TRADER JOE S #561 ALLSTON MA",30.13,,0
2025-10-31,"Chase Sapphire","LIME*RIDE CJO6 LI.ME CA","LIME*RIDE CJO6 LI.ME CA",6.98,,0
2025-10-31,"Chase Sapphire","TST* NAPA FARMS EQUATOR SAN FRANCISCO CA","TST* NAPA FARMS EQUATOR SAN FRANCISCO CA",6.86,,0
2025-10-31,"Chase Sapphire","LYFT *1 RIDE 10-29 HELP.LYFT.COM CA","LYFT *1 RIDE 10-29 HELP.LYFT.COM CA",3.42,,0
2025-10-30,"Amex Delta",AMAZON,"AMAZON MARKEPLACE NA PA",82.21,"Merchandise & Supplies-Internet Purchase",0
2025-10-30,"Amex Delta","AMAZON MARKEPLACE NA PA","AMAZON MARKETPLACE NAMZN.COM/BILL       WA",82.21,"Merchandise & Supplies-Internet Purchase",0
2025-10-30,"Amex Delta",AMAZON.COM,"AMAZON.COM          AMZN.COM/BILL       WA",81,"Merchandise & Supplies-Internet Purchase",0
2025-10-30,"Amex Delta","AMAZON.COM          AMZN.COM/BILL       WA","AMAZON.COM          AMZN.COM/BILL       WA",81,"Merchandise & Supplies-Internet Purchase",0
2025-10-30,"Chase Sapphire","DOORDASH*10/29-2 ORDER 855-431-0459 CA","DOORDASH*10/29-2 ORDER 855-431-0459 CA",66.62,,0
2025-10-30,"Chase Sapphire","FAIRMONT SAN FRANCISCO F SAN FRANCISCO CA","FAIRMONT SAN FRANCISCO F SAN FRANCISCO CA",30.16,,0
2025-10-30,"Chase Sapphire","FAIRMONT SAN FRANCISCO F SAN FRANCISCO CA","FAIRMONT SAN FRANCISCO F SAN FRANCISCO CA",29.16,,0
2025-10-30,"Chase Sapphire","WAYMO 844-261-3753 CA","WAYMO 844-261-3753 CA",24.37,,0
2025-10-30,"Chase Sapphire","SHAKE SHACK CONC A SLC SALT LAKE CIT UT","SHAKE SHACK CONC A SLC SALT LAKE CIT UT",23.73,,0
2025-10-30,"Chase Sapphire","WAYMO 844-261-3753 CA","WAYMO 844-261-3753 CA",12.48,,0
2025-10-30,"Chase Sapphire","PHILZ COFFEE PHILZCOFFEE.C CA","PHILZ COFFEE PHILZCOFFEE.C CA",6.1,,0
2025-10-30,"Chase Sapphire","LYFT *2 RIDES 10-28 HELP.LYFT.COM CA","LYFT *2 RIDES 10-28 HELP.LYFT.COM CA",5.91,,0
2025-10-29,"Chase Sapphire","LYFT *3 RIDES 10-27 HELP.LYFT.COM CA","LYFT *3 RIDES 10-27 HELP.LYFT.COM CA",77.9,,0
2025-10-29,"Chase Sapphire","DD *DOORDASH OLITOKI 855-431-0459 CA","DD *DOORDASH OLITOKI 855-431-0459 CA",27.17,,0
2025-10-29,"Chase Sapphire","WAYMO 844-261-3753 CA","WAYMO 844-261-3753 CA",27.13,,0
2025-10-29,"Chase Sapphire","THE IRISH BANK BAR & RES SAN FRANCISCO CA","THE IRISH BANK BAR & RES SAN FRANCISCO CA",22,,0
2025-10-29,"Chase Sapphire","HEERETEA SAN MATEO CA","HEERETEA SAN MATEO CA",15.26,,0
2025-10-29,"Chase Sapphire","HARVARD CAMPUS SERVICE CAMBRIDGE MA","HARVARD CAMPUS SERVICE CAMBRIDGE MA",12.48,,0
2025-10-29,"Chase Sapphire","SQ *BLUE BOTTLE COFFEE San Francisco CA","SQ *BLUE BOTTLE COFFEE San Francisco CA",7.02,,0
2025-10-29,"Chase Sapphire","SQ *BOB'S DONUTS San Francisco CA","SQ *BOB'S DONUTS San Francisco CA",5.75,,0
2025-10-29,"Chase Sapphire","TST*PARK BAGELRY Boston MA","TST*PARK BAGELRY Boston MA",3.75,,0
2025-10-28,"Amex Delta",AMAZON,"AMAZON MARKEPLACE NA PA",1183.86,"Merchandise & Supplies-Internet Purchase",0
2025-10-28,"Amex Delta","AMAZON MARKEPLACE NA PA","AMAZON MARKETPLACE NAMZN.COM/BILL       WA",1183.86,"Merchandise & Supplies-Internet Purchase",0
2025-10-28,"Amex Delta",AMAZON,"AMAZON MARKEPLACE NA PA",392.42,"Merchandise & Supplies-Internet Purchase",0
2025-10-28,"Amex Delta","AMAZON MARKEPLACE NA PA","AMAZON MARKETPLACE NAMZN.COM/BILL       WA",392.42,"Merchandise & Supplies-Internet Purchase",0
2025-10-28,"Amex Delta",AMAZON,"AMAZON MARKEPLACE NA PA",164.43,"Merchandise & Supplies-Internet Purchase",0
2025-10-28,"Amex Delta","AMAZON MARKEPLACE NA PA","AMAZON MARKETPLACE NAMZN.COM/BILL       WA",164.43,"Merchandise & Supplies-Internet Purchase",0
2025-10-28,"Amex Delta",AMAZON,"AMAZON MARKEPLACE NA PA",78.88,"Merchandise & Supplies-Internet Purchase",0
2025-10-28,"Amex Delta","AMAZON MARKEPLACE NA PA","AMAZON MARKETPLACE NAMZN.COM/BILL       WA",78.88,"Merchandise & Supplies-Internet Purchase",0
2025-10-28,"Amex Delta",AMAZON,"AMAZON MARKEPLACE NA PA",75.64,"Merchandise & Supplies-Internet Purchase",0
2025-10-28,"Amex Delta","AMAZON MARKEPLACE NA PA","AMAZON MARKETPLACE NAMZN.COM/BILL       WA",75.64,"Merchandise & Supplies-Internet Purchase",0
2025-10-28,"Chase Sapphire","OX9 LANZHOU HANDPULLED N SAN MATEO CA","OX9 LANZHOU HANDPULLED N SAN MATEO CA",60.43,,0
2025-10-28,"Amex Delta",AMAZON,"AMAZON MARKEPLACE NA PA",49.33,"Merchandise & Supplies-Internet Purchase",0
2025-10-28,"Amex Delta","AMAZON MARKEPLACE NA PA","AMAZON MARKETPLACE NAMZN.COM/BILL       WA",49.33,"Merchandise & Supplies-Internet Purchase",0
2025-10-28,"Chase Sapphire","ANIMAL RESCUE LEAGUE ARLBOSTON.ORG MA","ANIMAL RESCUE LEAGUE ARLBOSTON.ORG MA",20,,0
2025-10-28,"Chase Sapphire","TRADER JOE S #561 ALLSTON MA","TRADER JOE S #561 ALLSTON MA",13.76,,0
2025-10-28,"Chase Sapphire","PHILZ COFFEE PHILZCOFFEE.C CA","PHILZ COFFEE PHILZCOFFEE.C CA",6.1,,0
2025-10-28,"Chase Sapphire","TRADER JOE S #561 ALLSTON MA","TRADER JOE S #561 ALLSTON MA",5.28,,0
2025-10-28,"Chase Sapphire","HARVARD CAMPUS SERVICE CAMBRIDGE MA","HARVARD CAMPUS SERVICE CAMBRIDGE MA",3.89,,0
2025-10-28,"Chase Sapphire","HARVARD CAMPUS SERVICE CAMBRIDGE MA","HARVARD CAMPUS SERVICE CAMBRIDGE MA",3.5,,0
2025-10-27,"Chase Sapphire","PY *EAST VILLAGE 404-201-6612 NY","PY *EAST VILLAGE 404-201-6612 NY",280,,0
2025-10-27,"Chase Sapphire","JEFFREYS HAMBURGERS - 650-3488698 CA","JEFFREYS HAMBURGERS - 650-3488698 CA",85.07,,0
2025-10-27,"Chase Sapphire","PY *SAJJ SAN MATEO SAN MATEO CA","PY *SAJJ SAN MATEO SAN MATEO CA",34.37,,0
2025-10-27,"Chase Sapphire","TST*TRIDENT BOOKSELLERS 617-267-8688 MA","TST*TRIDENT BOOKSELLERS 617-267-8688 MA",21.21,,0
2025-10-27,"Chase Sapphire","LYFT *1 RIDE 10-25 HELP.LYFT.COM CA","LYFT *1 RIDE 10-25 HELP.LYFT.COM CA",13.8,,0
2025-10-27,"Chase Sapphire","HARVARD CAMPUS SERVICE CAMBRIDGE MA","HARVARD CAMPUS SERVICE CAMBRIDGE MA",12.98,,0
2025-10-27,"Chase Sapphire","PHILZ COFFEE PHILZCOFFEE.C CA","PHILZ COFFEE PHILZCOFFEE.C CA",7.1,,0
2025-10-27,"Chase Sapphire","SQ *TAZZA D'AMORE CAFE San Francisco CA","SQ *TAZZA D'AMORE CAFE San Francisco CA",5.75,,0
2025-10-27,"Chase Sapphire","CITIBIK*2 RIDES HELP.LYFT.COM CA","CITIBIK*2 RIDES HELP.LYFT.COM CA",2.45,,0
2025-10-26,"Chase Sapphire","WALGREENS #2933 BOSTON MA","WALGREENS #2933 BOSTON MA",48.09,,0
2025-10-26,"Chase Sapphire","Blink amzn.com/bill WA","Blink amzn.com/bill WA",43.54,,0
2025-10-26,"Chase Sapphire","CW THEATERS WWW.CWTHEATER FL","CW THEATERS WWW.CWTHEATER FL",38,,0
2025-10-26,"Chase Sapphire","CW THEATERS 177-29787188 FL","CW THEATERS 177-29787188 FL",19.26,,0
2025-10-26,"Chase Sapphire","LYFT *1 RIDE 10-24 HELP.LYFT.COM CA","LYFT *1 RIDE 10-24 HELP.LYFT.COM CA",15.67,,0
2025-10-26,"Chase Sapphire","UBER *TRIP HELP.UBER.COM CA","UBER *TRIP HELP.UBER.COM CA",10.24,,0
2025-10-26,"Chase Sapphire","UBER *TRIP HELP.UBER.COM CA","UBER *TRIP HELP.UBER.COM CA",9.33,,0
2025-10-26,"Chase Sapphire","OCULUS *ZCF4V69DF2 650-5434800 CA","OCULUS *ZCF4V69DF2 650-5434800 CA",8.7,,0
2025-10-26,"Chase Sapphire","TST*PAVEMENT COFFEEHOUSE Brighton MA","TST*PAVEMENT COFFEEHOUSE Brighton MA",5,,0
2025-10-25,"Amex Delta","ONLINE PAYMENT - THANK YOU","ONLINE PAYMENT - THANK YOU",5000,"",1
2025-10-25,"Chase Sapphire","HOTELCOM72067501148915 HOTELS.COM WA","HOTELCOM72067501148915 HOTELS.COM WA",786.3,,0
2025-10-25,"Chase Sapphire","TRADER JOE S #561 ALLSTON MA","TRADER JOE S #561 ALLSTON MA",106.79,,0
2025-10-25,"Chase Sapphire","DD *DOORDASHDOUBLEDASH 855-431-0459 CA","DD *DOORDASHDOUBLEDASH 855-431-0459 CA",63.46,,0
2025-10-25,"Chase Sapphire","TST*MR BARTLEYS BURGER Cambridge MA","TST*MR BARTLEYS BURGER Cambridge MA",53.01,,0
2025-10-25,"Chase Sapphire","LYFT *1 RIDE 10-23 HELP.LYFT.COM CA","LYFT *1 RIDE 10-23 HELP.LYFT.COM CA",37.99,,0
2025-10-25,"Chase Sapphire","UBER *TRIP HELP.UBER.COM CA","UBER *TRIP HELP.UBER.COM CA",24.82,,0
2025-10-25,"Amex Delta",ELEVENLABS.IO,"ELEVENLABS.IO       NEW YORK            NY",11.98,"Merchandise & Supplies-Computer Supplies",0
2025-10-25,"Amex Delta","ELEVENLABS.IO       NEW YORK            NY","ELEVENLABS.IO       NEW YORK            NY",11.98,"Merchandise & Supplies-Computer Supplies",0
2025-10-25,"Chase Sapphire","SQ *UNION SQUARE DONUTS: Cambridge MA","SQ *UNION SQUARE DONUTS: Cambridge MA",9.54,,0
2025-10-25,"Chase Sapphire","TST*PARK BAGELRY Boston MA","TST*PARK BAGELRY Boston MA",8.55,,0
2025-10-25,"Chase Sapphire","TRADER JOE S #561 ALLSTON MA","TRADER JOE S #561 ALLSTON MA",5.78,,0
2025-10-24,"Amex Delta",ANTHROPIC,"ANTHROPIC           SAN FRANCISCO       CA",1500.35,"Merchandise & Supplies-Computer Supplies",0
2025-10-24,"Amex Delta","ANTHROPIC           SAN FRANCISCO       CA","ANTHROPIC           SAN FRANCISCO       CA",1500.35,"Merchandise & Supplies-Computer Supplies",0
2025-10-24,"Chase Sapphire","SQ *KRASI Boston MA","SQ *KRASI Boston MA",128.04,,0
2025-10-24,"Chase Sapphire","LYFT *RIDE THU 5AM HELP.LYFT.COM CA","LYFT *RIDE THU 5AM HELP.LYFT.COM CA",55.1,,0
2025-10-24,"Chase Sapphire","NYTIMES* 800-698-4637 NY","NYTIMES* 800-698-4637 NY",28,,0
2025-10-24,"Chase Sapphire","UBER *TRIP HELP.UBER.COM CA","UBER *TRIP HELP.UBER.COM CA",25.22,,0
2025-10-24,"Chase Sapphire","HARVARD CAMPUS SERVICE CAMBRIDGE MA","HARVARD CAMPUS SERVICE CAMBRIDGE MA",13.89,,0
2025-10-24,"Chase Sapphire","Zipcar Monthly Plan 866-4947227 MA","Zipcar Monthly Plan 866-4947227 MA",9.8,,0
2025-10-24,"Chase Sapphire","TST*PARK BAGELRY Boston MA","TST*PARK BAGELRY Boston MA",8.84,,0
2025-10-24,"Chase Sapphire","HARVARD CAMPUS SERVICE CAMBRIDGE MA","HARVARD CAMPUS SERVICE CAMBRIDGE MA",3.84,,0
2025-10-24,"Chase Sapphire","HARVARD CAMPUS SERVICE CAMBRIDGE MA","HARVARD CAMPUS SERVICE CAMBRIDGE MA",3.19,,0
2025-10-23,"Amex Delta",VANTA.COM,"VANTA.COM           SAN FRANCISCO       CA",3500,"Merchandise & Supplies-Computer Supplies",0
2025-10-23,"Amex Delta","VANTA.COM           SAN FRANCISCO       CA","VANTA.COM           SAN FRANCISCO       CA",3500,"Merchandise & Supplies-Computer Supplies",0
2025-10-23,"Chase Sapphire","TST*TOO HOT Cambridge MA","TST*TOO HOT Cambridge MA",109.11,,0
2025-10-23,"Chase Sapphire","TANG BAR SAN MATEO CA","TANG BAR SAN MATEO CA",60.89,,0
2025-10-23,"Chase Sapphire","STEIN ERIKSEN LODGE (H PARK CITY UT","STEIN ERIKSEN LODGE (H PARK CITY UT",57.27,,0
2025-10-23,"Chase Sapphire","LYFT *1 RIDE 10-21 HELP.LYFT.COM CA","LYFT *1 RIDE 10-21 HELP.LYFT.COM CA",45.93,,0
2025-10-23,"Chase Sapphire","HLU*HULUPLUS hulu.com/bill CA","HLU*HULUPLUS hulu.com/bill CA",18.99,,0
2025-10-23,"Chase Sapphire","COCKTAILS LLC WEYMOUTH MA","COCKTAILS LLC WEYMOUTH MA",16.64,,0
2025-10-22,"Chase Sapphire","Payment Thank You - Web","Payment Thank You - Web",11263.36,,1
2025-10-22,"Amex Delta","ONLINE PAYMENT - THANK YOU","ONLINE PAYMENT - THANK YOU",6667.36,"",1
2025-10-22,"Chase Sapphire","ZOOM.COM 888-799-966 San Jose CA","ZOOM.COM 888-799-966 San Jose CA",30.12,,0
2025-10-22,"Chase Sapphire","TST*SPRING SHABU-SHABU B Brighton MA","TST*SPRING SHABU-SHABU B Brighton MA",29.94,,0
2025-10-22,"Chase Sapphire","DD *DOORDASH SEOULSOUL 855-973-1040 CA","DD *DOORDASH SEOULSOUL 855-973-1040 CA",25.34,,0
2025-10-22,"Chase Sapphire","HARVARD CAMPUS SERVICE CAMBRIDGE MA","HARVARD CAMPUS SERVICE CAMBRIDGE MA",6.68,,0
2025-10-21,"Amex Delta",DELTA,"DELTA AIR LINES",786.96,Travel-Airline,0
2025-10-21,"Amex Delta","DELTA AIR LINES","DELTA AIR LINES     ATLANTA",786.96,Travel-Airline,0
2025-10-21,"Chase Sapphire","PY *EAST VILLAGE 404-201-6612 NY","PY *EAST VILLAGE 404-201-6612 NY",665,,0
2025-10-21,"Amex Delta",CLAUDE.AI,"CLAUDE.AI SUBSCRIPTISAN FRANCISCO       CA",217.75,"Merchandise & Supplies-Computer Supplies",0
2025-10-21,"Amex Delta","CLAUDE.AI SUBSCRIPTISAN FRANCISCO       CA","CLAUDE.AI SUBSCRIPTISAN FRANCISCO       CA",217.75,"Merchandise & Supplies-Computer Supplies",0
2025-10-21,"Chase Sapphire","DD *DOORDASH CVS DOORDASH.COM CA","DD *DOORDASH CVS DOORDASH.COM CA",57.48,,0
2025-10-21,"Chase Sapphire","TRADER JOE S #561 ALLSTON MA","TRADER JOE S #561 ALLSTON MA",56.76,,0
2025-10-21,"Chase Sapphire","PP*DOORDASH SOOTHRTHA 855-973-1040 CA","PP*DOORDASH SOOTHRTHA 855-973-1040 CA",28.26,,0
2025-10-21,"Chase Sapphire","DD *DOORDASH ELJEFESTA DOORDASH.COM CA","DD *DOORDASH ELJEFESTA DOORDASH.COM CA",23.8,,0
2025-10-21,"Chase Sapphire","APPLE.COM/BILL 866-712-7753 CA","APPLE.COM/BILL 866-712-7753 CA",21.32,,0
2025-10-21,"Chase Sapphire","UBER *TRIP HELP.UBER.COM CA","UBER *TRIP HELP.UBER.COM CA",18.87,,0
2025-10-21,"Chase Sapphire","TST*IN COMMON NYC - A BR Manhattan NY","TST*IN COMMON NYC - A BR Manhattan NY",15.22,,0
2025-10-21,"Chase Sapphire","TST*PARK BAGELRY Boston MA","TST*PARK BAGELRY Boston MA",10.17,,0
2025-10-21,"Chase Sapphire","MTA*LIRR ETIX TICKET 718-217-5477 NY","MTA*LIRR ETIX TICKET 718-217-5477 NY",5,,0
2025-10-20,"Amex Delta",HOTELCOM732797258326HOTELS.COM,"HOTELCOM732797258326HOTELS.COM          WA",204.5,"Travel-Travel Agencies",0
2025-10-20,"Amex Delta","HOTELCOM732797258326HOTELS.COM          WA","HOTELCOM732797258326HOTELS.COM          WA",204.5,"Travel-Travel Agencies",0
2025-10-20,"Chase Sapphire","CLASSPASS* MONTHLY CLASSPASS.COM MT","CLASSPASS* MONTHLY CLASSPASS.COM MT",93.01,,0
2025-10-20,"Chase Sapphire","STK SALT LAKE CITY SALT LAKE CIT UT","STK SALT LAKE CITY SALT LAKE CIT UT",89.18,,0
2025-10-20,"Chase Sapphire","LYFT *1 RIDE 10-18 HELP.LYFT.COM CA","LYFT *1 RIDE 10-18 HELP.LYFT.COM CA",69.34,,0
2025-10-20,"Amex Delta",ANTHROPIC,"ANTHROPIC           SAN FRANCISCO       CA",54.44,"Merchandise & Supplies-Computer Supplies",0
2025-10-20,"Amex Delta","ANTHROPIC           SAN FRANCISCO       CA","ANTHROPIC           SAN FRANCISCO       CA",54.44,"Merchandise & Supplies-Computer Supplies",0
2025-10-20,"Chase Sapphire","Spectrum 855-707-7328 MO","Spectrum 855-707-7328 MO",29.99,,0
2025-10-20,"Amex Delta",AMC,"AMC 9640 ONLINE*9640LEAWOOD             KS",27.99,"Entertainment-Theatrical Events",0
2025-10-20,"Chase Sapphire","HARVARD CAMPUS SERVICE CAMBRIDGE MA","HARVARD CAMPUS SERVICE CAMBRIDGE MA",15.56,,0
2025-10-20,"Chase Sapphire","MTA*NYCT PAYGO NEW YORK NY","MTA*NYCT PAYGO NEW YORK NY",8.5,,0
2025-10-20,"Chase Sapphire","SQ *LE CAFE COFFEE New York NY","SQ *LE CAFE COFFEE New York NY",6.48,,0
2025-10-20,"Chase Sapphire","CITIBIK*3 RIDES HELP.LYFT.COM CA","CITIBIK*3 RIDES HELP.LYFT.COM CA",5.99,,0
2025-10-20,"Chase Sapphire","MTA*NYCT PAYGO NEW YORK NY","MTA*NYCT PAYGO NEW YORK NY",2.9,,0
2025-10-19,"Chase Sapphire","WEST NEW MALAYSIA RESTAUR NEWYORK NY","WEST NEW MALAYSIA RESTAUR NEWYORK NY",140.89,,0
2025-10-19,"Chase Sapphire","PP*DOORDASH CVS 855-973-1040 CA","PP*DOORDASH CVS 855-973-1040 CA",75.98,,0
2025-10-19,"Chase Sapphire","DD *DOORDASH POSTO DOORDASH.COM CA","DD *DOORDASH POSTO DOORDASH.COM CA",26.64,,0
2025-10-19,"Chase Sapphire","TST*HAMBURGER AMERICA New York NY","TST*HAMBURGER AMERICA New York NY",26.33,,0
2025-10-19,"Chase Sapphire","SQ *CULTURE ESPRESSO New York NY","SQ *CULTURE ESPRESSO New York NY",25.48,,0
2025-10-19,"Chase Sapphire","DD *DOORDASH 7THSTREET 855-973-1040 CA","DD *DOORDASH 7THSTREET 855-973-1040 CA",25.37,,0
2025-10-19,"Chase Sapphire","SQ *BON ME - HARVARD SMIT Cambridge MA","SQ *BON ME - HARVARD SMIT Cambridge MA",20.86,,0
2025-10-19,"Chase Sapphire","AMC 2110 VILLAGE 7 NEW YORK NY","AMC 2110 VILLAGE 7 NEW YORK NY",18.6,,0
2025-10-19,"Chase Sapphire","SOHO GIFTS & STATIONERY NEW YORK NY","SOHO GIFTS & STATIONERY NEW YORK NY",18.12,,0
2025-10-19,"Chase Sapphire","ITOYA TOP DRAWER CORP CA CAMBRIDGE MA","ITOYA TOP DRAWER CORP CA CAMBRIDGE MA",15.94,,0
2025-10-19,"Chase Sapphire","DD *DOORDASH CLOVER 855-973-1040 CA","DD *DOORDASH CLOVER 855-973-1040 CA",15.44,,0
2025-10-19,"Chase Sapphire","DD *DOORDASH CVS DOORDASH.COM CA","DD *DOORDASH CVS DOORDASH.COM CA",14.03,,0
2025-10-19,"Chase Sapphire","PAYPAL *PEACOCKTVLL 50A9B 212-664-0138 NY","PAYPAL *PEACOCKTVLL 50A9B 212-664-0138 NY",10.99,,0
2025-10-19,"Chase Sapphire","PP*DOORDASH CVS 855-973-1040 CA","PP*DOORDASH CVS 855-973-1040 CA",8.91,,0
2025-10-19,"Chase Sapphire","GDP*SIMONS COFFEE SHOP CAMBRIDGE MA","GDP*SIMONS COFFEE SHOP CAMBRIDGE MA",3.74,,0
2025-10-19,"Chase Sapphire","TST*BLACKBIRD DOUGHNUTS Cambridge MA","TST*BLACKBIRD DOUGHNUTS Cambridge MA",2.14,,0
2025-10-18,"Chase Sapphire","PP*DOORDASH TARGET 855-973-1040 CA","PP*DOORDASH TARGET 855-973-1040 CA",459.67,,0
2025-10-18,"Chase Sapphire","SQ *CULTURE ESPRESSO New York NY","SQ *CULTURE ESPRESSO New York NY",135.99,,0
2025-10-18,"Chase Sapphire","EB *THE PROTOTYPE RACE 801-413-7200 CA","EB *THE PROTOTYPE RACE 801-413-7200 CA",39.19,,0
2025-10-18,"Chase Sapphire","PP*DOORDASH SAMWOOJUN 855-973-1040 CA","PP*DOORDASH SAMWOOJUN 855-973-1040 CA",26.67,,0
2025-10-18,"Chase Sapphire","DD *DOORDASH 7THSTREET 855-973-1040 CA","DD *DOORDASH 7THSTREET 855-973-1040 CA",23.35,,0
2025-10-18,"Chase Sapphire","UBER *TRIP HELP.UBER.COM CA","UBER *TRIP HELP.UBER.COM CA",21.9,,0
2025-10-18,"Chase Sapphire","APPLE.COM/BILL 800-275-2273 CA","APPLE.COM/BILL 800-275-2273 CA",21.76,,0
2025-10-18,"Chase Sapphire","AMAZON MKTPL*NU2V503Z0 Amzn.com/bill WA","AMAZON MKTPL*NU2V503Z0 Amzn.com/bill WA",10.67,,0
2025-10-18,"Chase Sapphire","BROOKLYN BAGEL (8TH ST) 212-4773070 NY","BROOKLYN BAGEL (8TH ST) 212-4773070 NY",8.62,,0
2025-10-18,"Chase Sapphire","APPLE.COM/BILL 866-712-7753 CA","APPLE.COM/BILL 866-712-7753 CA",4.34,,0
2025-10-18,"Chase Sapphire","MTA*NYCT PAYGO NEW YORK NY","MTA*NYCT PAYGO NEW YORK NY",2.9,,0
2025-10-17,"Chase Sapphire","AMTRAK.COM 2029063000 DC","AMTRAK.COM 2029063000 DC",361,,0
2025-10-17,"Chase Sapphire","ZHANGLIANG MALATANG SAN MATEO CA","ZHANGLIANG MALATANG SAN MATEO CA",226.3,,0
2025-10-17,"Chase Sapphire","AMTRAK.COM 2029063000 DC","AMTRAK.COM 2029063000 DC",201,,1
2025-10-17,"Chase Sapphire","TST* KAJIKEN SAN MATEO CA","TST* KAJIKEN SAN MATEO CA",60.91,,0
2025-10-17,"Chase Sapphire","BACKHAUS BURLINGAME CA","BACKHAUS BURLINGAME CA",29,,0
2025-10-17,"Chase Sapphire","UBER *TRIP HELP.UBER.COM CA","UBER *TRIP HELP.UBER.COM CA",14.01,,0
2025-10-17,"Chase Sapphire","LYFT *1 RIDE 10-15 HELP.LYFT.COM CA","LYFT *1 RIDE 10-15 HELP.LYFT.COM CA",12.33,,0
2025-10-17,"Chase Sapphire","UBER *TRIP HELP.UBER.COM CA","UBER *TRIP HELP.UBER.COM CA",11.65,,0
2025-10-17,"Chase Sapphire","UBER *TRIP HELP.UBER.COM CA","UBER *TRIP HELP.UBER.COM CA",9,,0
2025-10-17,"Chase Sapphire","SQ *BLUE BOTTLE COFFEE New York NY","SQ *BLUE BOTTLE COFFEE New York NY",7.35,,0
2025-10-17,"Chase Sapphire","PHILZ COFFEE PHILZCOFFEE.C CA","PHILZ COFFEE PHILZCOFFEE.C CA",6.1,,0
2025-10-17,"Chase Sapphire","LIFETHYME NATURAL MARKET NEW YORK NY","LIFETHYME NATURAL MARKET NEW YORK NY",3.31,,0
