id,date,merchant,description,amount,category,subcategory,source_card,receipt_status,receipt_email_id,receipt_email_subject,receipt_file,email_search_query,submission_status,priority,business_purpose,notes
BF-20250718-002,2025-07-18,Uber,Uber - Rideshare,21.14,Travel,Rideshare,Chase,pending,,,,,pending,medium,Work transportation,Backfill: UBER *EATS HELP.UBER.COM CA
BF-20250719-001,2025-07-19,DoorDash,DoorDash - Delivery,45.24,Meals,Delivery,Chase,pending,,,,,pending,medium,Meal delivery,Backfill: DD *DOORDASH SAIGONSHA 855-431-0459 CA
BF-20250720-001,2025-07-20,Lyft,Lyft - Rideshare,82.54,Travel,Rideshare,Chase,pending,,,,,pending,medium,Work transportation,Backfill: LYFT *1 RIDE 07-18 HELP.LYFT.COM CA
BF-20250720-003,2025-07-20,DoorDash,DoorDash - Delivery,21.94,Meals,Delivery,Chase,pending,,,,,pending,medium,Meal delivery,Backfill: DD *DOORDASH SIMPIZZA- 855-431-0459 CA
BF-20250721-001,2025-07-21,DoorDash,DoorDash - Delivery,31.16,Meals,Delivery,Chase,pending,,,,,pending,medium,Meal delivery,Backfill: DD *DOORDASH SERAFINA 855-431-0459 CA
BF-20250723-002,2025-07-23,Amazon,Amazon - Supplies,156.23,Equipment,Supplies,Chase,pending,,,,,pending,medium,Work supplies,Backfill: AMAZON MKTPL*R85XC1MX3 Amzn.com/bill WA
BF-20250723-001,2025-07-23,Amazon,Amazon - Supplies,87.09,Equipment,Supplies,Chase,pending,,,,,pending,medium,Work supplies,Backfill: AMAZON MKTPL*9D09Z6TM3 Amzn.com/bill WA
BF-20250723-003,2025-07-23,Amazon,Amazon - Supplies,48.98,Equipment,Supplies,Chase,pending,,,,,pending,medium,Work supplies,Backfill: AMAZON MKTPL*X84MI2UY3 Amzn.com/bill WA
BF-20250724-002,2025-07-24,DoorDash,DoorDash - Delivery,27.23,Meals,Delivery,Chase,pending,,,,,pending,medium,Meal delivery,Backfill: DD *DOORDASH DASHMART 855-431-0459 CA
BF-20250724-001,2025-07-24,DoorDash,DoorDash - Delivery,23.58,Meals,Delivery,Chase,pending,,,,,pending,medium,Meal delivery,Backfill: DD *DOORDASH SOMTUMDER 855-431-0459 CA
BF-20250726-002,2025-07-26,DoorDash,DoorDash - Delivery,24.01,Meals,Delivery,Chase,pending,,,,,pending,medium,Meal delivery,Backfill: DD *DOORDASH CHARLIEBI 855-431-0459 CA
BF-20250726-001,2025-07-26,DoorDash,DoorDash - Delivery,21.94,Meals,Delivery,Chase,pending,,,,,pending,medium,Meal delivery,Backfill: DD *DOORDASH SIMPIZZA- 855-431-0459 CA
BF-20250729-002,2025-07-29,DoorDash,DoorDash - Delivery,48.68,Meals,Delivery,Chase,pending,,,,,pending,medium,Meal delivery,Backfill: DD *DOORDASH SOOTHRTHA 855-431-0459 CA
BF-20250729-001,2025-07-29,DoorDash,DoorDash - Delivery,28.04,Meals,Delivery,Chase,pending,,,,,pending,medium,Meal delivery,Backfill: DD *DOORDASH XIANFAMOU 855-431-0459 CA
BF-20250730-001,2025-07-30,DoorDash,DoorDash - Delivery,29.71,Meals,Delivery,Chase,pending,,,,,pending,medium,Meal delivery,Backfill: DD *DOORDASH THEHALALG 855-431-0459 CA
BF-20250731-001,2025-07-31,DoorDash,DoorDash - Delivery,25.76,Meals,Delivery,Chase,pending,,,,,pending,medium,Meal delivery,Backfill: DD *DOORDASH SANMARZAN 855-431-0459 CA
BF-20250731-002,2025-07-31,DoorDash,DoorDash - Delivery,23.58,Meals,Delivery,Chase,pending,,,,,pending,medium,Meal delivery,Backfill: DD *DOORDASH SOMTUMDER 855-431-0459 CA
BF-20250802-001,2025-08-02,DoorDash,DoorDash - Delivery,28.90,Meals,Delivery,Chase,pending,,,,,pending,medium,Meal delivery,Backfill: DD *DOORDASH DANANDJOH 855-431-0459 CA
BF-20250803-001,2025-08-03,Lyft,Lyft - Rideshare,135.38,Travel,Rideshare,Chase,pending,,,,,pending,medium,Work transportation,Backfill: LYFT *2 RIDES 08-01 HELP.LYFT.COM CA
BF-20250806-001,2025-08-06,Lyft,Lyft - Rideshare,38.80,Travel,Rideshare,Chase,pending,,,,,pending,medium,Work transportation,Backfill: LYFT *3 RIDES 08-04 HELP.LYFT.COM CA
BF-20250808-001,2025-08-08,Lyft,Lyft - Rideshare,25.26,Travel,Rideshare,Chase,pending,,,,,pending,medium,Work transportation,Backfill: LYFT *2 RIDES 08-06 HELP.LYFT.COM CA
BF-20250809-001,2025-08-09,Amazon,Amazon - Supplies,108.82,Equipment,Supplies,Chase,pending,,,,,pending,medium,Work supplies,Backfill: AMAZON MKTPL*G43A63PF3 Amzn.com/bill WA
BF-20250811-001,2025-08-11,Uber,Uber - Rideshare,49.53,Travel,Rideshare,Chase,pending,,,,,pending,medium,Work transportation,Backfill: UBER *TRIP HELP.UBER.COM CA
BF-20250812-001,2025-08-12,Uber,Uber - Rideshare,24.08,Travel,Rideshare,Chase,pending,,,,,pending,medium,Work transportation,Backfill: UBER *TRIP HELP.UBER.COM CA
BF-20250814-001,2025-08-14,Uber,Uber - Rideshare,23.99,Travel,Rideshare,Chase,pending,,,,,pending,medium,Work transportation,Backfill: UBER *EATS HELP.UBER.COM CA
BF-20250815-002,2025-08-15,Uber,Uber - Rideshare,35.23,Travel,Rideshare,Chase,pending,,,,,pending,medium,Work transportation,Backfill: UBER *TRIP HELP.UBER.COM CA
BF-20250815-001,2025-08-15,Uber,Uber - Rideshare,34.10,Travel,Rideshare,Chase,pending,,,,,pending,medium,Work transportation,Backfill: UBER *TRIP HELP.UBER.COM CA
BF-20250819-001,2025-08-19,Uber,Uber - Rideshare,25.55,Travel,Rideshare,Chase,pending,,,,,pending,medium,Work transportation,Backfill: UBER *TRIP HELP.UBER.COM CA
BF-20250820-001,2025-08-20,Lyft,Lyft - Rideshare,43.88,Travel,Rideshare,Chase,pending,,,,,pending,medium,Work transportation,Backfill: LYFT *2 RIDES 08-18 HELP.LYFT.COM CA
BF-20250823-001,2025-08-23,Lyft,Lyft - Rideshare,42.31,Travel,Rideshare,Chase,pending,,,,,pending,medium,Work transportation,Backfill: LYFT *1 RIDE 08-21 HELP.LYFT.COM CA
BF-20250826-001,2025-08-26,Lyft,Lyft - Rideshare,39.99,Travel,Rideshare,Chase,pending,,,,,pending,medium,Work transportation,Backfill: LYFT *1 RIDE 08-24 HELP.LYFT.COM CA
BF-20250827-001,2025-08-27,Lyft,Lyft - Rideshare,49.97,Travel,Rideshare,Chase,pending,,,,,pending,medium,Work transportation,Backfill: LYFT *1 RIDE 08-25 HELP.LYFT.COM CA
BF-20250828-002,2025-08-28,Amazon,Amazon - Supplies,86.01,Equipment,Supplies,Chase,pending,,,,,pending,medium,Work supplies,Backfill: Amazon.com*OM64A9NO3 Amzn.com/bill WA
BF-20250902-002,2025-09-02,Uber,Uber - Rideshare,49.96,Travel,Rideshare,Chase,pending,,,,,pending,medium,Work transportation,Backfill: UBER *TRIP HELP.UBER.COM CA
BF-20250910-002,2025-09-10,Amazon,Amazon - Supplies,580.09,Equipment,Supplies,Chase,pending,,,,,pending,medium,Work supplies,Backfill: AMAZON MKTPL*FJ5BX08F3 Amzn.com/bill WA
BF-20250910-001,2025-09-10,Lyft,Lyft - Rideshare,33.63,Travel,Rideshare,Chase,pending,,,,,pending,medium,Work transportation,Backfill: LYFT *1 RIDE 09-08 HELP.LYFT.COM CA
BF-20250914-001,2025-09-14,Uber,Uber - Rideshare,45.34,Travel,Rideshare,Chase,pending,,,,,pending,medium,Work transportation,Backfill: UBER *TRIP HELP.UBER.COM CA
BF-20250930-001,2025-09-30,Amazon,Amazon - Supplies,151.34,Equipment,Supplies,Chase,pending,,,,,pending,medium,Work supplies,Backfill: AMAZON PRIME*NJ89268F1 Amzn.com/bill WA
BF-20251002-002,2025-10-02,Uber,Uber - Rideshare,45.98,Travel,Rideshare,Chase,pending,,,,,pending,medium,Work transportation,Backfill: UBER *TRIP HELP.UBER.COM CA
BF-20251006-001,2025-10-06,Lyft,Lyft - Rideshare,22.04,Travel,Rideshare,Chase,pending,,,,,pending,medium,Work transportation,Backfill: CITIBIK*7 RIDES HELP.LYFT.COM CA
BF-20251013-001,2025-10-13,Lyft,Lyft - Rideshare,25.31,Travel,Rideshare,Chase,pending,,,,,pending,medium,Work transportation,Backfill: CITIBIK*11 RIDES HELP.LYFT.COM CA
BF-20251014-001,2025-10-14,Amazon,Amazon - Supplies,109.61,Equipment,Supplies,Chase,pending,,,,,pending,medium,Work supplies,Backfill: AMAZON MKTPL*NF3XW3922 Amzn.com/bill WA
BF-20251014-002,2025-10-14,Amazon,Amazon - Supplies,81.87,Equipment,Supplies,Chase,pending,,,,,pending,medium,Work supplies,Backfill: AMAZON MKTPL*NF0AA3RP2 Amzn.com/bill WA
BF-20251016-001,2025-10-16,DoorDash,DoorDash - Delivery,43.10,Meals,Delivery,Chase,pending,,,,,pending,medium,Meal delivery,Backfill: DD *DOORDASHWEGMANS 855-431-0459 CA
BF-20251019-001,2025-10-19,DoorDash,DoorDash - Delivery,75.98,Meals,Delivery,Chase,pending,,,,,pending,medium,Meal delivery,Backfill: PP*DOORDASH CVS 855-973-1040 CA
BF-20251021-002,2025-10-21,DoorDash,DoorDash - Delivery,57.48,Meals,Delivery,Chase,pending,,,,,pending,medium,Meal delivery,Backfill: DD *DOORDASH CVS DOORDASH.COM CA
